# HELLGATE Spawn Configuration for Hidden Forest Area (ForestOfRequiem)
# Format: X,Y,EnemyType,Count or RANDOM,chance,X,Y,EnemyType,Count or POOL[Type1,Type2,...]
# Converted from Newspawnhidden Forest area.txt
#
# Groups 1-5: POOL with mixed human types
# Group 6: 6× RANDOM 50% CrowInquisition between groups
# Points 124-161: 4 POOL groups + 3 RANDOM 50% between

# ========== Undead — Points 1-12 ==========
1366.85,-279.16,Undead,1
1360.33,-279.16,MummyDog,1
1341.82,-276.54,Undead,1
1338.31,-276.54,MummyDog,1
1332.45,-276.54,Undead,1
1327.66,-276.54,Undead,1
1326.67,-276.54,MummyMan,1
1316.37,-279.08,Undead,1
1306.68,-278.76,Undead,1
1302.57,-278.76,MummyDog,1
1296.00,-278.76,MummyDog,1
1290.53,-278.76,Undead,1

# ========== Group A: Librarian/Pilgrim — Points 124-125 ==========
1307.78,-271.37,Librarian,1
1290.51,-270.94,Pilgrim,1

# ========== RANDOM 50% InquisitionWhite ==========
RANDOM,0.5,1301.64,-249.83,InquisitionWhite,1

# ========== Group B: Librarian/Pilgrim — Points 134-135 ==========
1400.13,-256.27,Librarian,1
1363.64,-269.77,Pilgrim,1

# ========== RANDOM 50% CrowInquisition ==========
RANDOM,0.5,1375.38,-244.19,CrowInquisition,1

# ========== Group C: Librarian/Pilgrim — Points 144-145 ==========
1370.81,-244.19,Librarian,1
1411.81,-260.89,Pilgrim,1

# ========== RANDOM 50% InquisitionRED ==========
RANDOM,0.5,1480.99,-264.06,InquisitionRED,1

# ========== Group D: Librarian/Pilgrim — Points 154-155 ==========
1478.19,-264.06,Librarian,1
1466.47,-256.34,Pilgrim,1

# ========== Undead — Points 163-184 ==========
1559.63,-272.63,Undead,1
1532.80,-272.63,Undead,1
1529.16,-272.63,MummyDog,1
1526.82,-272.63,Undead,1
1518.70,-272.63,MummyDog,1
1516.14,-272.63,Undead,1
1507.50,-272.63,Undead,1
1503.11,-272.63,MummyDog,1
1500.02,-272.63,Undead,1
1483.40,-272.63,MummyMan,1
1479.97,-272.63,MummyDog,1
1473.69,-272.63,Undead,1
1441.71,-271.19,Undead,1
1436.87,-271.19,MummyDog,1
1431.83,-271.19,Undead,1
1421.11,-271.19,MummyDog,1
1407.65,-270.88,MummyMan,1
1400.57,-269.45,Undead,1
1386.39,-268.56,MummyDog,1
1378.13,-268.56,Undead,1
1389.42,-279.16,Undead,1
1368.26,-279.16,Undead,1
